,name,postal_code,unit,address,combined_address,coord,latitude,longitude,nearest_station,nearest_station_dist,lowered_name,label
5589,Ocean Terminal,760104,#01-120,104 Yishun Ring Road,104 Yishun Ring Road #01-120,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,ocean terminal,Others
5590,You & I Trading,760104,#01-122,104 Yishun Ring Road,104 Yishun Ring Road #01-122,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,you & i trading,Others
5591,Treasure-Hunt Shop,760104,#01-123,104 Yishun Ring Road,104 Yishun Ring Road #01-123,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,treasure-hunt shop,Others
5592,Kee Hua Clothes Alteration & Seam Trimming,760104,#01-124,104 Yishun Ring Road,104 Yishun Ring Road #01-124,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,kee hua clothes alteration & seam trimming,Tailor/fashion
5593,Sin Mei Shun,760104,#01-14,104 Yishun Ring Road,104 Yishun Ring Road #01-14,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,sin mei shun,Others
5594,Sms Fashion,760104,#01-15,104 Yishun Ring Road,104 Yishun Ring Road #01-15,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,sms fashion,Tailor/fashion
5595,Li Top Trading Co.,760104,#01-16,104 Yishun Ring Road,104 Yishun Ring Road #01-16,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,li top trading co.,Others
5596,Lexigal Regent Design 01-17,760104,#01-17,104 Yishun Ring Road,104 Yishun Ring Road #01-17,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,lexigal regent design 01-17,Others
5597,Lexigal Regent Design 01-18,760104,#01-18,104 Yishun Ring Road,104 Yishun Ring Road #01-18,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,lexigal regent design 01-18,Others
5598,Jm Studio,760104,#01-20,104 Yishun Ring Road,104 Yishun Ring Road #01-20,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,jm studio,Beauty
5599,Yao Xing Sundry Goods,760104,#01-23,104 Yishun Ring Road,104 Yishun Ring Road #01-23,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,yao xing sundry goods,Dry food
5600,Wisma Acme Pte Ltd,760104,#01-25,104 Yishun Ring Road,104 Yishun Ring Road #01-25,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,wisma acme pte ltd,Others
5601,Sing Yi Organic Supplier & Trading,760104,#01-29,104 Yishun Ring Road,104 Yishun Ring Road #01-29,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,sing yi organic supplier & trading,Others
5602,Phoenix,760104,#01-31,104 Yishun Ring Road,104 Yishun Ring Road #01-31,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,phoenix,Others
5603,Coffee Powder 32,760104,#01-32,104 Yishun Ring Road,104 Yishun Ring Road #01-32,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,coffee powder 32,Food
5604,Tkt Curtain And Cushion Service Centre,760104,#01-39,104 Yishun Ring Road,104 Yishun Ring Road #01-39,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,tkt curtain and cushion service centre,Others
5605,Xiu Xiu Tailor Shop,760104,#01-41,104 Yishun Ring Road,104 Yishun Ring Road #01-41,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,xiu xiu tailor shop,Tailor/fashion
5606,Eileen,760104,#01-42,104 Yishun Ring Road,104 Yishun Ring Road #01-42,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,eileen,Others
5607,Chan Keng Poo,760104,#01-44,104 Yishun Ring Road,104 Yishun Ring Road #01-44,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,chan keng poo,Others
5608,Fresh Pork Seller,760104,#01-51,104 Yishun Ring Road,104 Yishun Ring Road #01-51,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,fresh pork seller,Others
5609,Local Fresh Egg 01-57,760104,#01-57,104 Yishun Ring Road,104 Yishun Ring Road #01-57,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,local fresh egg 01-57,Others
5610,Go Market,760104,#01-58,104 Yishun Ring Road,104 Yishun Ring Road #01-58,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,go market,Others
5611,Chandra Stall,760104,#01-63,104 Yishun Ring Road,104 Yishun Ring Road #01-63,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,chandra stall,Others
5612,Shah Fresh & Frozen,760104,#01-65,104 Yishun Ring Road,104 Yishun Ring Road #01-65,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,shah fresh & frozen,Others
5613,Hjh Maneesa Beef Stall,760104,#01-66,104 Yishun Ring Road,104 Yishun Ring Road #01-66,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,hjh maneesa beef stall,Others
5614,#01-68,760104,#01-68,104 Yishun Ring Road,104 Yishun Ring Road #01-68,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,#01-68,unllabelled
5615,Fish Stall 69,760104,#01-69,104 Yishun Ring Road,104 Yishun Ring Road #01-69,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,fish stall 69,Others
5616,The Ocean Grocer,760104,#01-82,104 Yishun Ring Road,104 Yishun Ring Road #01-82,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,the ocean grocer,Others
5617,#01-89,760104,#01-89,104 Yishun Ring Road,104 Yishun Ring Road #01-89,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,#01-89,unllabelled
5618,Chen Sheng Fish Agent,760104,#01-90,104 Yishun Ring Road,104 Yishun Ring Road #01-90,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,chen sheng fish agent,Others
5619,The Fruits Seller,760104,#01-91,104 Yishun Ring Road,104 Yishun Ring Road #01-91,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,the fruits seller,Food
5620,Fresh Flower 01-92,760104,#01-92,104 Yishun Ring Road,104 Yishun Ring Road #01-92,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,fresh flower 01-92,Florist
5621,No Name Shop 01-99,760104,#01-99,104 Yishun Ring Road,104 Yishun Ring Road #01-99,"(1.43144775158984, 103.828537671885)",1.431447752,103.8285377,YISHUN,0.752622178,no name shop 01-99,Others
5622,Lucky Stall,760105,#01-130,105 Yishun Ring Road,105 Yishun Ring Road #01-130,"(1.43171836662838, 103.828114256975)",1.431718367,103.8281143,YISHUN,0.806625371,lucky stall,Others
5623,#01-134,760105,#01-134,105 Yishun Ring Road,105 Yishun Ring Road #01-134,"(1.43171836662838, 103.828114256975)",1.431718367,103.8281143,YISHUN,0.806625371,#01-134,unllabelled
5624,Soya Bean & Jelly Drink,760105,#01-136,105 Yishun Ring Road,105 Yishun Ring Road #01-136,"(1.43171836662838, 103.828114256975)",1.431718367,103.8281143,YISHUN,0.806625371,soya bean & jelly drink,Food
5625,Good Partner,760105,#01-137,105 Yishun Ring Road,105 Yishun Ring Road #01-137,"(1.43171836662838, 103.828114256975)",1.431718367,103.8281143,YISHUN,0.806625371,good partner,Others
5626,Yi Jia Yuen Curry Rice,760105,#01-138,105 Yishun Ring Road,105 Yishun Ring Road #01-138,"(1.43171836662838, 103.828114256975)",1.431718367,103.8281143,YISHUN,0.806625371,yi jia yuen curry rice,Food
5627,Ho Heng Kway Chap,760105,#01-140,105 Yishun Ring Road,105 Yishun Ring Road #01-140,"(1.43171836662838, 103.828114256975)",1.431718367,103.8281143,YISHUN,0.806625371,ho heng kway chap,Food
5628,3 Veg. Rice. Bee Hoon Set,760105,#01-157,105 Yishun Ring Road,105 Yishun Ring Road #01-157,"(1.43171836662838, 103.828114256975)",1.431718367,103.8281143,YISHUN,0.806625371,3 veg. rice. bee hoon set,Food
5629,Hoe Soon Cooked Food,760105,#01-158,105 Yishun Ring Road,105 Yishun Ring Road #01-158,"(1.43171836662838, 103.828114256975)",1.431718367,103.8281143,YISHUN,0.806625371,hoe soon cooked food,Food
5630,Mei Wei Fish Porridge,760105,#01-160,105 Yishun Ring Road,105 Yishun Ring Road #01-160,"(1.43171836662838, 103.828114256975)",1.431718367,103.8281143,YISHUN,0.806625371,mei wei fish porridge,Food
5631,Fruit Palace,760105,#01-165,105 Yishun Ring Road,105 Yishun Ring Road #01-165,"(1.43171836662838, 103.828114256975)",1.431718367,103.8281143,YISHUN,0.806625371,fruit palace,Food
5632,Orange Cosmetics 106,760106,#01-145,106 Yishun Ring Road,106 Yishun Ring Road #01-145,"(1.43147861432349, 103.827452004212)",1.431478614,103.827452,YISHUN,0.869513342,orange cosmetics 106,Beauty
5633,Sen Yong Trading,760106,#01-147,106 Yishun Ring Road,106 Yishun Ring Road #01-147,"(1.43147861432349, 103.827452004212)",1.431478614,103.827452,YISHUN,0.869513342,sen yong trading,Others
5634,Bees Brand Birds Nest & Health Pro Pl 106,760106,#01-149,106 Yishun Ring Road,106 Yishun Ring Road #01-149,"(1.43147861432349, 103.827452004212)",1.431478614,103.827452,YISHUN,0.869513342,bees brand birds nest & health pro pl 106,Health
5635,106 Yishun Ring Rd,760106,#01-153,106 Yishun Ring Road,106 Yishun Ring Road #01-153,"(1.43147861432349, 103.827452004212)",1.431478614,103.827452,YISHUN,0.869513342,106 yishun ring rd,Others
5636,Happy Mobile,760106,#01-165,106 Yishun Ring Road,106 Yishun Ring Road #01-165,"(1.43147861432349, 103.827452004212)",1.431478614,103.827452,YISHUN,0.869513342,happy mobile,Mobile services
5637,Petal & Cloe International,760106,#01-165,106 Yishun Ring Road,106 Yishun Ring Road #01-165,"(1.43147861432349, 103.827452004212)",1.431478614,103.827452,YISHUN,0.869513342,petal & cloe international,Florist
5638,All Best Optique Pte Ltd,760106,#01-165D,106 Yishun Ring Road,106 Yishun Ring Road #01-165D,"(1.43147861432349, 103.827452004212)",1.431478614,103.827452,YISHUN,0.869513342,all best optique pte ltd,Others
5639,The Foot Pavilion,760106,#01-197,106 Yishun Ring Road,106 Yishun Ring Road #01-197,"(1.43147861432349, 103.827452004212)",1.431478614,103.827452,YISHUN,0.869513342,the foot pavilion,Health
5640,Ban Mian 110,760110,#01-401,110 Yishun Ring Road,110 Yishun Ring Road #01-401,"(1.43376057937716, 103.828993389444)",1.433760579,103.8289934,YISHUN,0.82278001,ban mian 110,Food
5641,Home Treasure Salted Duck,760110,#01-401,110 Yishun Ring Road,110 Yishun Ring Road #01-401,"(1.43376057937716, 103.828993389444)",1.433760579,103.8289934,YISHUN,0.82278001,home treasure salted duck,Others
5642,Ji Gong Bao,760110,#01-401,110 Yishun Ring Road,110 Yishun Ring Road #01-401,"(1.43376057937716, 103.828993389444)",1.433760579,103.8289934,YISHUN,0.82278001,ji gong bao,Food
5643,Nur Indah,760110,#01-401,110 Yishun Ring Road,110 Yishun Ring Road #01-401,"(1.43376057937716, 103.828993389444)",1.433760579,103.8289934,YISHUN,0.82278001,nur indah,Others
5644,Xin Yi Hk Style Roasted Delight,760110,#01-401,110 Yishun Ring Road,110 Yishun Ring Road #01-401,"(1.43376057937716, 103.828993389444)",1.433760579,103.8289934,YISHUN,0.82278001,xin yi hk style roasted delight,Food
5645,Y110 Coffee Station,760110,#01-401,110 Yishun Ring Road,110 Yishun Ring Road #01-401,"(1.43376057937716, 103.828993389444)",1.433760579,103.8289934,YISHUN,0.82278001,y110 coffee station,Food
5646,M.A.D. Kitchen,760110,ST3,110 Yishun Ring Road,110 Yishun Ring Road ST3,"(1.43376057937716, 103.828993389444)",1.433760579,103.8289934,YISHUN,0.82278001,m.a.d. kitchen,Food
5647,123 Chicken Rice,760123,#01-509,123 Yishun Street 11,123 Yishun Street 11 #01-509,"(1.43453686287322, 103.831779326315)",1.434536863,103.8317793,YISHUN,0.670329861,123 chicken rice,Food
5648,123 Drink Stall,760123,#01-509,123 Yishun Street 11,123 Yishun Street 11 #01-509,"(1.43453686287322, 103.831779326315)",1.434536863,103.8317793,YISHUN,0.670329861,123 drink stall,Others
5649,Chef Lee Mushroom Minced Meat Noodle,760123,#01-509,123 Yishun Street 11,123 Yishun Street 11 #01-509,"(1.43453686287322, 103.831779326315)",1.434536863,103.8317793,YISHUN,0.670329861,chef lee mushroom minced meat noodle,Food
5650,Green Lane Vegetarian Food,760123,#01-509,123 Yishun Street 11,123 Yishun Street 11 #01-509,"(1.43453686287322, 103.831779326315)",1.434536863,103.8317793,YISHUN,0.670329861,green lane vegetarian food,Food
5651,You Wei Xiao Mian,760123,#01-509,123 Yishun Street 11,123 Yishun Street 11 #01-509,"(1.43453686287322, 103.831779326315)",1.434536863,103.8317793,YISHUN,0.670329861,you wei xiao mian,Others
5652,Hikmah Muslim Food,760123,ST3,123 Yishun Street 11,123 Yishun Street 11 ST3,"(1.43453686287322, 103.831779326315)",1.434536863,103.8317793,YISHUN,0.670329861,hikmah muslim food,Food
5653,Teochew Kueh,760123,ST4,123 Yishun Street 11,123 Yishun Street 11 ST4,"(1.43453686287322, 103.831779326315)",1.434536863,103.8317793,YISHUN,0.670329861,teochew kueh,Food
5654,Do & Me Western Food,760123,ST9,123 Yishun Street 11,123 Yishun Street 11 ST9,"(1.43453686287322, 103.831779326315)",1.434536863,103.8317793,YISHUN,0.670329861,do & me western food,Food
5655,Alisah Stall,760156,ST13,156 Yishun Street 11,156 Yishun Street 11 ST13,"(1.43188761932588, 103.833567756794)",1.431887619,103.8335678,YISHUN,0.315266775,alisah stall,Others
5656,326 Brew Cafe Pte Ltd (Yishun Ave 7),760171,#01-781,171 Yishun Avenue 7,171 Yishun Avenue 7 #01-781,"(1.43691621022976, 103.832132015264)",1.43691621,103.832132,CANBERRA,0.738841707,326 brew cafe pte ltd (yishun ave 7),Food
5657,Roger'S Kitchen,760171,#01-781,171 Yishun Avenue 7,171 Yishun Avenue 7 #01-781,"(1.43691621022976, 103.832132015264)",1.43691621,103.832132,CANBERRA,0.738841707,roger's kitchen,Food
5658,Xiang An Ban Mian,760171,#01-781,171 Yishun Avenue 7,171 Yishun Avenue 7 #01-781,"(1.43691621022976, 103.832132015264)",1.43691621,103.832132,CANBERRA,0.738841707,xiang an ban mian,Food
5659,West Grill Station (233 Yishun),760233,#01-472,233 Yishun Street 21,233 Yishun Street 21 #01-472,"(1.43494883445469, 103.83815958338)",1.434948834,103.8381596,YISHUN,0.705554843,west grill station (233 yishun),Food
5660,5 Grill Kitchen 256,760256,#01-1005,256 Yishun Ring Road,256 Yishun Ring Road #01-1005,"(1.43409342070863, 103.839979155802)",1.434093421,103.8399792,YISHUN,0.757084844,5 grill kitchen 256,Food
5661,Breadwerks,760291,#01-343B,291 Yishun Street 22,291 Yishun Street 22 #01-343B,"(1.43576080400467, 103.8367238745)",1.435760804,103.8367239,YISHUN,0.72803408,breadwerks,Bakery
5662,Toh Eng Lee Mini-Supermarket,760291,#01-345,291 Yishun Street 22,291 Yishun Street 22 #01-345,"(1.43576080400467, 103.8367238745)",1.435760804,103.8367239,YISHUN,0.72803408,toh eng lee mini-supermarket,Minimart
5663,Saigon Star,760291,#01-353,291 Yishun Street 22,291 Yishun Street 22 #01-353,"(1.43576080400467, 103.8367238745)",1.435760804,103.8367239,YISHUN,0.72803408,saigon star,Others
5664,Furniture Cubes Pte Ltd,760291,#01-361,291 Yishun Street 22,291 Yishun Street 22 #01-361,"(1.43576080400467, 103.8367238745)",1.435760804,103.8367239,YISHUN,0.72803408,furniture cubes pte ltd,Others
5665,Tck Fruits Trading,760291,#01-361A,291 Yishun Street 22,291 Yishun Street 22 #01-361A,"(1.43576080400467, 103.8367238745)",1.435760804,103.8367239,YISHUN,0.72803408,tck fruits trading,Food
5666,New Sister Unisex Salon,760291,#01-363,291 Yishun Street 22,291 Yishun Street 22 #01-363,"(1.43576080400467, 103.8367238745)",1.435760804,103.8367239,YISHUN,0.72803408,new sister unisex salon,Beauty
5667,Clear Vision Optical Trading,760291,#01-365,291 Yishun Street 22,291 Yishun Street 22 #01-365,"(1.43576080400467, 103.8367238745)",1.435760804,103.8367239,YISHUN,0.72803408,clear vision optical trading,Health
5668,Meeraas Elegance Pte Ltd,760291,#01-365,291 Yishun Street 22,291 Yishun Street 22 #01-365,"(1.43576080400467, 103.8367238745)",1.435760804,103.8367239,YISHUN,0.72803408,meeraas elegance pte ltd,Food
